datetime,open,high,low,close,volume,symbol
2021-09-07 04:00:00+00:00,372.60791241783016,379.62626663292235,369.9016665912914,378.8530578613281,10793800.0,META
2021-09-08 04:00:00+00:00,376.85065315181134,377.5544640235521,371.5274046568623,374.283203125,11067200.0,META
2021-09-09 04:00:00+00:00,374.3526210127369,376.5235290146142,373.29192820798465,374.70947265625,9098900.0,META
2021-09-10 04:00:00+00:00,378.0401728089301,380.4490421796912,374.9671831109393,375.3934326171875,11549600.0,META
2021-09-13 04:00:00+00:00,378.357399146683,378.42679704445317,371.09122143634556,373.232421875,13026300.0,META
2021-09-14 04:00:00+00:00,374.114680002249,375.2943233243702,371.84460626658046,373.25225830078125,8711600.0,META
2021-09-15 04:00:00+00:00,373.7182143463136,374.2733371251888,364.46944532333697,370.6650390625,17940300.0,META
2021-09-16 04:00:00+00:00,369.54486124813184,370.30814748622225,366.4916557919265,369.8125,11934200.0,META
2021-09-17 04:00:00+00:00,368.17683971497365,368.17683971497365,358.4423166085418,361.5450744628906,26299000.0,META
2021-09-20 04:00:00+00:00,356.17224460756535,357.88719567110746,346.7549430803481,352.6036071777344,19822800.0,META
2021-09-21 04:00:00+00:00,355.3792435144386,356.90584622489916,352.09805961371984,354.3681335449219,11751900.0,META
2021-09-22 04:00:00+00:00,344.20731461578043,346.7945796004399,337.7242379588481,340.2222900390625,43692900.0,META
2021-09-23 04:00:00+00:00,342.3535812862905,346.6260900015658,340.0141399174007,342.9483642578125,21806300.0,META
2021-09-24 04:00:00+00:00,340.25197417903337,351.26527373674,339.3895526530712,349.8873596191406,18801900.0,META
2021-09-27 04:00:00+00:00,346.76487371815995,352.05838496337213,344.05862769451767,350.5020446777344,15205800.0,META
2021-09-28 04:00:00+00:00,344.94085556790003,346.5566709453313,335.9696496557969,337.6845703125,21710300.0,META
2021-09-29 04:00:00+00:00,340.1628485218163,342.2247589133075,335.93003006958673,336.6536560058594,14452200.0,META
2021-09-30 04:00:00+00:00,337.4863475250749,339.8158662468685,335.2063511936451,336.4355773925781,16547100.0,META
2021-10-01 04:00:00+00:00,338.6362412870357,342.0165605763661,335.69212443224353,340.0240783691406,14905300.0,META
2021-10-04 04:00:00+00:00,332.6091669200423,333.0156014474601,319.8908670335288,323.39013671875,42885000.0,META
2021-10-05 04:00:00+00:00,325.71961705579815,332.262168484536,323.32070069147386,330.0614929199219,35377900.0,META
2021-10-06 04:00:00+00:00,326.8695521281811,331.4691747245333,322.96384802328623,330.7356262207031,26443000.0,META
2021-10-07 04:00:00+00:00,334.066337031341,335.89031577540686,326.11616387754583,326.35406494140625,28307500.0,META
2021-10-08 04:00:00+00:00,328.6241616109095,330.4976931247865,325.84851791179705,327.1768493652344,15946100.0,META
2021-10-11 04:00:00+00:00,324.77795902146374,327.58331033025894,322.4781475498492,322.616943359375,14708200.0,META
2021-10-12 04:00:00+00:00,320.21792864671414,321.5561825542825,314.6071969633952,320.95147705078125,31658700.0,META
2021-10-13 04:00:00+00:00,324.1236830099349,324.15342064578897,319.8512045646959,321.71484375,14761500.0,META
2021-10-14 04:00:00+00:00,325.5015715404052,327.6427721065974,324.25256056573227,325.67010498046875,14302200.0,META
2021-10-15 04:00:00+00:00,325.81875031443235,326.20536978683685,319.7024786640568,321.9328918457031,21596400.0,META
2021-10-18 04:00:00+00:00,326.08650848182344,332.9660983313268,324.64911860402873,332.4208679199219,21585000.0,META
2021-10-19 04:00:00+00:00,336.69335881990446,339.4788954996637,334.3439943837731,337.0303955078125,18786300.0,META
2021-10-20 04:00:00+00:00,340.4602472700604,340.9856323597062,336.4950676495125,337.8134765625,13639500.0,META
2021-10-21 04:00:00+00:00,337.3178222799958,339.33014968660194,334.8594000743426,338.9039001464844,16354400.0,META
2021-10-22 04:00:00+00:00,323.5090838339694,326.7605297669298,318.31467819269096,321.7842102050781,35224500.0,META
2021-10-25 04:00:00+00:00,317.51172656834376,326.6911265083267,316.9367888694215,325.8287048339844,38409000.0,META
2021-10-26 04:00:00+00:00,325.4024544129807,327.3354612031208,306.9048890368602,313.0608215332031,65654000.0,META
2021-10-27 04:00:00+00:00,311.4549579442683,316.4709078935472,309.3434948931129,309.5021057128906,29971800.0,META
2021-10-28 04:00:00+00:00,310.2653818889196,322.68630580861134,305.42785792385024,314.16119384765625,50806800.0,META
2021-10-29 04:00:00+00:00,317.4027143186417,323.1621352287927,316.81785396180146,320.7532958984375,37059400.0,META
2021-11-01 04:00:00+00:00,323.20180896504496,330.5473080610597,323.16214869712104,327.1075134277344,31518900.0,META
2021-11-02 04:00:00+00:00,328.4952901589308,331.875609206315,320.9812583023062,325.2239990234375,28353000.0,META
2021-11-03 04:00:00+00:00,324.6391323495334,329.25856986128804,320.38649933440297,328.7331848144531,20786500.0,META
2021-11-04 04:00:00+00:00,331.10238230164373,334.33398274391686,329.7542056570082,332.9263610839844,22495300.0,META
2021-11-05 04:00:00+00:00,337.34756183736033,343.77116361985196,336.6834112016594,338.1604309082031,26872800.0,META
2021-11-08 05:00:00+00:00,341.4217692170789,341.7885434537286,335.3946798762904,335.6722412109375,18342500.0,META
2021-11-09 05:00:00+00:00,337.04026169208083,338.33885557432916,331.55840217522467,332.4505615234375,17556700.0,META
2021-11-10 05:00:00+00:00,329.59562832992003,330.2895468537602,322.67640935822544,324.7878723144531,21872600.0,META
2021-11-11 05:00:00+00:00,326.94890382100857,329.5659067272054,324.15344483445233,324.8869934082031,12376600.0,META
2021-11-12 05:00:00+00:00,327.30572624640484,338.88404283160503,326.9092143568686,337.9225158691406,25414300.0,META
2021-11-15 05:00:00+00:00,341.3424835453799,350.57143667963453,340.2124230860424,344.5344543457031,25076600.0,META
2021-11-16 05:00:00+00:00,340.8368784244507,343.6323370262524,337.9026542813804,339.9744567871094,18181100.0,META
2021-11-17 05:00:00+00:00,341.2432912688201,344.276650749972,337.13934678040295,337.8034973144531,13602800.0,META
2021-11-18 05:00:00+00:00,336.7627012277553,339.4788395456353,332.3811645032816,335.7416687011719,17487200.0,META
2021-11-19 05:00:00+00:00,339.2211383258241,349.0349521165506,336.94114182774706,342.29412841796875,26488500.0,META
2021-11-22 05:00:00+00:00,346.011493601287,350.74988229883314,337.5458564263731,338.04150390625,27116800.0,META
2021-11-23 05:00:00+00:00,335.9796078452375,338.4281077108217,330.5968832435919,334.3142395019531,17225000.0,META
2021-11-24 05:00:00+00:00,333.07505413009153,338.8047368868956,329.91282128531026,338.09100341796875,13566200.0,META
2021-11-26 05:00:00+00:00,332.8768168926907,334.8098540575957,329.0107728148004,330.22015380859375,14750700.0,META
2021-11-29 05:00:00+00:00,333.9574027568273,337.70449682275057,332.39113964218365,335.08746337890625,16650900.0,META
2021-11-30 05:00:00+00:00,332.08375357003285,332.88669992716825,320.61446562657216,321.635498046875,25390000.0,META
2021-12-01 05:00:00+00:00,327.414776755562,327.62294019861577,307.5888802231193,307.89617919921875,30329600.0,META
2021-12-02 05:00:00+00:00,308.6892060123132,311.8613615896398,304.52578585047945,307.6880187988281,24396200.0,META
2021-12-03 05:00:00+00:00,310.9989509816925,311.0187659884353,296.89281406704816,304.1689147949219,27471000.0,META
2021-12-06 05:00:00+00:00,305.44764345541665,317.3134423295404,303.673217456172,315.10284423828125,21758300.0,META
2021-12-07 05:00:00+00:00,318.7706820353999,323.6974184932654,318.20563672841274,319.9998779296875,18794000.0,META
2021-12-08 05:00:00+00:00,322.17086695735424,329.85340301556806,320.2576749155764,327.6824645996094,19937700.0,META
2021-12-09 05:00:00+00:00,326.67129120994196,333.20392019867387,325.1446887738211,326.9488525390625,16879200.0,META
2021-12-10 05:00:00+00:00,329.6649914939151,332.1134908245347,323.5288743506199,326.87945556640625,14528000.0,META
2021-12-13 05:00:00+00:00,328.0690544396318,338.120768847072,326.72087766442525,331.5782165527344,22948700.0,META
2021-12-14 05:00:00+00:00,325.19427696326966,332.7777070826221,324.7977650571663,330.8347473144531,20461000.0,META
2021-12-15 05:00:00+00:00,329.5956636242752,339.1319166479426,321.15976377745073,338.68585205078125,24681300.0,META
2021-12-16 05:00:00+00:00,336.02911882514184,341.46139491344286,330.8347135539258,331.984619140625,22635000.0,META
2021-12-17 05:00:00+00:00,329.90293584106695,334.17541450753987,327.87079336466917,330.88433837890625,40012600.0,META
2021-12-20 05:00:00+00:00,326.90923704607127,327.02818759599614,319.722348886216,322.616943359375,17901800.0,META
2021-12-21 05:00:00+00:00,323.5685458479466,333.0750595421487,320.9316979963412,331.2907409667969,16116800.0,META
2021-12-22 05:00:00+00:00,330.8942391431612,331.59808033252256,325.402486952431,327.57342529296875,16764600.0,META
2021-12-23 05:00:00+00:00,327.2263857409903,333.7391991649372,325.5015123957975,332.3216247558594,13987700.0,META
2021-12-27 05:00:00+00:00,335.90026495348917,344.841733582663,335.06758091224634,343.16644287109375,17795000.0,META
2021-12-28 05:00:00+00:00,343.61255025505903,349.6396098349676,342.19500583233264,343.20611572265625,16637600.0,META
2021-12-29 05:00:00+00:00,343.8900925578149,346.64589097074906,338.6659797027257,339.95465087890625,10747000.0,META
2021-12-30 05:00:00+00:00,341.00545303663915,344.20734652415706,340.23224420785385,341.3623046875,10593300.0,META
2021-12-31 05:00:00+00:00,340.0340095168431,340.45036673933066,333.3427680797524,333.4220886230469,12870500.0,META
2022-01-03 05:00:00+00:00,335.3550557110125,338.1108543487535,334.2547328826255,335.5929870605469,14537900.0,META
2022-01-04 05:00:00+00:00,336.9907364863114,340.10338695496097,328.9810562034639,333.6004943847656,15998000.0,META
2022-01-05 05:00:00+00:00,330.1210192265055,332.8371878445383,321.0209392355223,321.34808349609375,20564500.0,META
2022-01-06 05:00:00+00:00,320.0098205355799,336.2174978797131,319.9106849971609,329.5658874511719,27962800.0,META
2022-01-07 05:00:00+00:00,329.8433841639045,334.06630920719516,326.01700119657414,328.90167236328125,14722000.0,META
2022-01-10 05:00:00+00:00,322.4781278394008,325.4817500490974,312.68412980194535,325.214111328125,24942400.0,META
2022-01-11 05:00:00+00:00,323.93530481633513,331.7169748373019,322.448362656351,331.459228515625,16226800.0,META
2022-01-12 05:00:00+00:00,332.26224771249537,333.4418911715471,327.1570845609265,330.3589782714844,14104900.0,META
2022-01-13 05:00:00+00:00,332.06397662403594,332.7083122589069,322.92423643234406,323.6379699707031,14797100.0,META
2022-01-14 05:00:00+00:00,318.98876615498534,329.8335338228713,318.4137982227158,329.0107421875,16868500.0,META
2022-01-18 05:00:00+00:00,320.4757328930127,321.38770724912837,314.8749228247817,315.3804626464844,22645600.0,META
2022-01-19 05:00:00+00:00,316.7980302506369,324.25258771682417,316.55020651044543,316.8079528808594,20814700.0,META
2022-01-20 05:00:00+00:00,321.08042246053043,324.96631190525255,313.2293835392829,313.8043212890625,16925000.0,META
2022-01-21 05:00:00+00:00,312.06954052686575,315.5390726265912,300.4020106136228,300.5308837890625,28710700.0,META
2022-01-24 05:00:00+00:00,295.24730262476083,306.83554373052056,286.4941809831775,306.0226745605469,38878100.0,META
